ID_Pedido,Data_Pedido,Nome_Produto,Categoria,Preco_Unitario,Quantidade,ID_Cliente,Cidade,Estado,Faturamento,Status_Entrega,Mes
1018,2026-01-04 05:00:00,Monitor Ultrawide,Eletrônicos,2800.0,6,134,Fortaleza,CE,16800.0,Normal,2026-01
1019,2026-01-04 20:00:00,Cadeira Gamer,Móveis,1200.0,3,128,Porto Alegre,RS,3600.0,Normal,2026-01
1020,2026-01-05 01:00:00,Monitor Ultrawide,Eletrônicos,2800.0,4,115,Fortaleza,CE,11200.0,Normal,2026-01
1021,2026-01-05 12:00:00,SSD 1TB,Hardware,600.0,2,136,Curitiba,PR,1200.0,Normal,2026-01
1022,2026-01-05 09:00:00,Headset 7.1,Acessórios,800.0,5,113,Rio de Janeiro,RJ,4000.0,Rápida,2026-01
1023,2026-01-05 07:00:00,Teclado Mecânico,Acessórios,512.98,1,108,Belo Horizonte,MG,512.98,Rápida,2026-01
1024,2026-01-05 09:00:00,Placa de Vídeo,Hardware,4500.0,2,128,Rio de Janeiro,RJ,9000.0,Rápida,2026-01
1025,2026-01-06 06:00:00,Headset 7.1,Acessórios,800.0,3,102,Salvador,BA,2400.0,Normal,2026-01
1026,2026-01-06 13:00:00,SSD 1TB,Hardware,600.0,5,140,Curitiba,PR,3000.0,Normal,2026-01
1027,2026-01-06 21:00:00,Monitor Ultrawide,Eletrônicos,2800.0,2,137,Curitiba,PR,5600.0,Normal,2026-01
1028,2026-01-06 18:00:00,Cadeira Gamer,Móveis,1200.0,2,147,Rio de Janeiro,RJ,2400.0,Rápida,2026-01
1029,2026-01-06 19:00:00,Mouse Vertical,Acessórios,228.1,4,111,Porto Alegre,RS,912.4,Normal,2026-01
1030,2026-01-07 20:00:00,Monitor Ultrawide,Eletrônicos,2800.0,3,101,Fortaleza,CE,8400.0,Normal,2026-01
1031,2026-01-07 07:00:00,Laptop Gamer,Eletrônicos,7500.0,1,141,Salvador,BA,7500.0,Normal,2026-01
1032,2026-01-07 04:00:00,Teclado Mecânico,Acessórios,519.52,2,128,São Paulo,SP,1039.04,Rápida,2026-01
1033,2026-01-07 09:00:00,Teclado Mecânico,Acessórios,497.66,2,139,São Paulo,SP,995.32,Rápida,2026-01
1034,2026-01-07 16:00:00,Monitor Ultrawide,Eletrônicos,2800.0,7,117,São Paulo,SP,19600.0,Rápida,2026-01
1035,2026-01-08 08:00:00,Headset 7.1,Acessórios,800.0,5,128,Fortaleza,CE,4000.0,Normal,2026-01
1036,2026-01-08 14:00:00,Cadeira Gamer,Móveis,1200.0,7,147,Salvador,BA,8400.0,Normal,2026-01
1037,2026-01-08 10:00:00,Placa de Vídeo,Hardware,4500.0,4,114,Salvador,BA,18000.0,Normal,2026-01
1038,2026-01-08 13:00:00,Monitor Ultrawide,Eletrônicos,2800.0,1,125,Fortaleza,CE,2800.0,Normal,2026-01
1039,2026-01-08 00:00:00,Mouse Vertical,Acessórios,236.03,4,116,Belo Horizonte,MG,944.12,Rápida,2026-01
1040,2026-01-09 01:00:00,Placa de Vídeo,Hardware,4500.0,3,121,Fortaleza,CE,13500.0,Normal,2026-01
1041,2026-01-09 05:00:00,Teclado Mecânico,Acessórios,528.74,6,112,Porto Alegre,RS,3172.44,Normal,2026-01
1042,2026-01-09 14:00:00,Cadeira Gamer,Móveis,1200.0,2,146,Fortaleza,CE,2400.0,Normal,2026-01
1043,2026-01-09 00:00:00,Laptop Gamer,Eletrônicos,7500.0,2,131,Porto Alegre,RS,15000.0,Normal,2026-01
1044,2026-01-09 12:00:00,Placa de Vídeo,Hardware,4500.0,6,130,Belo Horizonte,MG,27000.0,Rápida,2026-01
1045,2026-01-10 12:00:00,Headset 7.1,Acessórios,800.0,2,110,Belo Horizonte,MG,1600.0,Rápida,2026-01
1046,2026-01-10 02:00:00,Cadeira Gamer,Móveis,1200.0,2,107,Belo Horizonte,MG,2400.0,Rápida,2026-01
1047,2026-01-10 22:00:00,Monitor Ultrawide,Eletrônicos,2800.0,6,127,Curitiba,PR,16800.0,Normal,2026-01
1048,2026-01-10 22:00:00,Mouse Vertical,Acessórios,244.23,3,148,São Paulo,SP,732.6899999999999,Rápida,2026-01
1049,2026-01-10 22:00:00,Placa de Vídeo,Hardware,4500.0,3,130,Salvador,BA,13500.0,Normal,2026-01
1050,2026-01-11 17:00:00,Teclado Mecânico,Acessórios,508.55,6,106,Salvador,BA,3051.3,Normal,2026-01
1051,2026-01-11 16:00:00,Headset 7.1,Acessórios,800.0,4,127,São Paulo,SP,3200.0,Rápida,2026-01
1052,2026-01-11 23:00:00,Laptop Gamer,Eletrônicos,7500.0,6,125,São Paulo,SP,45000.0,Rápida,2026-01
1053,2026-01-11 06:00:00,Teclado Mecânico,Acessórios,527.51,1,122,Salvador,BA,527.51,Normal,2026-01
1054,2026-01-11 12:00:00,Cadeira Gamer,Móveis,1200.0,2,120,Salvador,BA,2400.0,Normal,2026-01
1055,2026-01-12 02:00:00,Monitor Ultrawide,Eletrônicos,2800.0,2,136,Salvador,BA,5600.0,Normal,2026-01
1056,2026-01-12 22:00:00,Laptop Gamer,Eletrônicos,7500.0,7,146,Fortaleza,CE,52500.0,Normal,2026-01
1057,2026-01-12 10:00:00,Laptop Gamer,Eletrônicos,7500.0,7,117,São Paulo,SP,52500.0,Rápida,2026-01
1058,2026-01-12 15:00:00,Headset 7.1,Acessórios,800.0,4,120,Belo Horizonte,MG,3200.0,Rápida,2026-01
1059,2026-01-12 15:00:00,Cadeira Gamer,Móveis,1200.0,7,101,Belo Horizonte,MG,8400.0,Rápida,2026-01
1060,2026-01-13 23:00:00,Mouse Vertical,Acessórios,237.58,7,111,Salvador,BA,1663.0600000000002,Normal,2026-01
1061,2026-01-13 03:00:00,SSD 1TB,Hardware,600.0,3,132,Fortaleza,CE,1800.0,Normal,2026-01
1062,2026-01-13 08:00:00,Headset 7.1,Acessórios,800.0,2,110,Rio de Janeiro,RJ,1600.0,Rápida,2026-01
1063,2026-01-13 09:00:00,SSD 1TB,Hardware,600.0,6,147,Curitiba,PR,3600.0,Normal,2026-01
1064,2026-01-13 09:00:00,Monitor Ultrawide,Eletrônicos,2800.0,2,143,Belo Horizonte,MG,5600.0,Rápida,2026-01
1065,2026-01-14 13:00:00,Placa de Vídeo,Hardware,4500.0,2,117,São Paulo,SP,9000.0,Rápida,2026-01
1066,2026-01-14 18:00:00,Cadeira Gamer,Móveis,1200.0,4,149,Porto Alegre,RS,4800.0,Normal,2026-01
1067,2026-01-14 19:00:00,Placa de Vídeo,Hardware,4500.0,6,141,Curitiba,PR,27000.0,Normal,2026-01
1068,2026-01-14 11:00:00,Laptop Gamer,Eletrônicos,7500.0,4,140,Porto Alegre,RS,30000.0,Normal,2026-01
1069,2026-01-14 02:00:00,Placa de Vídeo,Hardware,4500.0,7,126,Rio de Janeiro,RJ,31500.0,Rápida,2026-01
1070,2026-01-15 11:00:00,Placa de Vídeo,Hardware,4500.0,7,122,São Paulo,SP,31500.0,Rápida,2026-01
1071,2026-01-15 10:00:00,SSD 1TB,Hardware,600.0,5,125,São Paulo,SP,3000.0,Rápida,2026-01
1072,2026-01-15 01:00:00,Headset 7.1,Acessórios,800.0,5,107,Curitiba,PR,4000.0,Normal,2026-01
1073,2026-01-15 23:00:00,Mouse Vertical,Acessórios,231.57,4,137,Rio de Janeiro,RJ,926.28,Rápida,2026-01
1074,2026-01-15 08:00:00,Headset 7.1,Acessórios,800.0,3,107,Belo Horizonte,MG,2400.0,Rápida,2026-01
1075,2026-01-16 22:00:00,Placa de Vídeo,Hardware,4500.0,6,126,Rio de Janeiro,RJ,27000.0,Rápida,2026-01
1076,2026-01-16 13:00:00,Monitor Ultrawide,Eletrônicos,2800.0,7,134,Fortaleza,CE,19600.0,Normal,2026-01
1077,2026-01-16 20:00:00,Mouse Vertical,Acessórios,244.17,4,103,Curitiba,PR,976.68,Normal,2026-01
1078,2026-01-16 03:00:00,Headset 7.1,Acessórios,800.0,2,148,Salvador,BA,1600.0,Normal,2026-01
1079,2026-01-16 02:00:00,Monitor Ultrawide,Eletrônicos,2800.0,1,149,Rio de Janeiro,RJ,2800.0,Rápida,2026-01
1080,2026-01-17 12:00:00,SSD 1TB,Hardware,600.0,3,141,Belo Horizonte,MG,1800.0,Rápida,2026-01
1081,2026-01-17 15:00:00,Headset 7.1,Acessórios,800.0,4,124,Curitiba,PR,3200.0,Normal,2026-01
1082,2026-01-17 12:00:00,Headset 7.1,Acessórios,800.0,5,124,Belo Horizonte,MG,4000.0,Rápida,2026-01
1083,2026-01-17 05:00:00,Placa de Vídeo,Hardware,4500.0,6,112,Rio de Janeiro,RJ,27000.0,Rápida,2026-01
1084,2026-01-17 01:00:00,Monitor Ultrawide,Eletrônicos,2800.0,2,115,Rio de Janeiro,RJ,5600.0,Rápida,2026-01
1085,2026-01-18 15:00:00,Monitor Ultrawide,Eletrônicos,2800.0,3,116,Porto Alegre,RS,8400.0,Normal,2026-01
1086,2026-01-18 23:00:00,Monitor Ultrawide,Eletrônicos,2800.0,5,102,Fortaleza,CE,14000.0,Normal,2026-01
1087,2026-01-18 08:00:00,Cadeira Gamer,Móveis,1200.0,6,129,Rio de Janeiro,RJ,7200.0,Rápida,2026-01
1088,2026-01-18 06:00:00,Teclado Mecânico,Acessórios,538.31,6,141,São Paulo,SP,3229.8599999999997,Rápida,2026-01
1089,2026-01-18 17:00:00,Laptop Gamer,Eletrônicos,7500.0,2,142,São Paulo,SP,15000.0,Rápida,2026-01
1090,2026-01-19 22:00:00,Headset 7.1,Acessórios,800.0,6,141,Salvador,BA,4800.0,Normal,2026-01
1091,2026-01-19 05:00:00,Headset 7.1,Acessórios,800.0,6,146,Curitiba,PR,4800.0,Normal,2026-01
1092,2026-01-19 04:00:00,SSD 1TB,Hardware,600.0,7,101,São Paulo,SP,4200.0,Rápida,2026-01
1093,2026-01-19 00:00:00,Laptop Gamer,Eletrônicos,7500.0,1,122,Fortaleza,CE,7500.0,Normal,2026-01
1094,2026-01-19 10:00:00,Laptop Gamer,Eletrônicos,7500.0,6,103,Rio de Janeiro,RJ,45000.0,Rápida,2026-01
1095,2026-01-20 02:00:00,Cadeira Gamer,Móveis,1200.0,2,136,Porto Alegre,RS,2400.0,Normal,2026-01
1096,2026-01-20 17:00:00,Teclado Mecânico,Acessórios,507.12,6,142,Fortaleza,CE,3042.7200000000003,Normal,2026-01
1097,2026-01-20 01:00:00,Cadeira Gamer,Móveis,1200.0,3,114,Curitiba,PR,3600.0,Normal,2026-01
1098,2026-01-20 07:00:00,Cadeira Gamer,Móveis,1200.0,1,128,Curitiba,PR,1200.0,Normal,2026-01
1099,2026-01-20 01:00:00,Monitor Ultrawide,Eletrônicos,2800.0,4,101,São Paulo,SP,11200.0,Rápida,2026-01
1100,2026-01-21 22:00:00,Placa de Vídeo,Hardware,4500.0,3,136,São Paulo,SP,13500.0,Rápida,2026-01
1101,2026-01-21 06:00:00,Mouse Vertical,Acessórios,247.27,7,124,Salvador,BA,1730.89,Normal,2026-01
1102,2026-01-21 03:00:00,Laptop Gamer,Eletrônicos,7500.0,1,132,Fortaleza,CE,7500.0,Normal,2026-01
1103,2026-01-21 03:00:00,Cadeira Gamer,Móveis,1200.0,4,129,São Paulo,SP,4800.0,Rápida,2026-01
1104,2026-01-21 08:00:00,Teclado Mecânico,Acessórios,516.2,3,123,Curitiba,PR,1548.6000000000001,Normal,2026-01
1105,2026-01-22 01:00:00,Monitor Ultrawide,Eletrônicos,2800.0,4,118,Salvador,BA,11200.0,Normal,2026-01
1106,2026-01-22 10:00:00,Mouse Vertical,Acessórios,247.56,7,107,São Paulo,SP,1732.92,Rápida,2026-01
1107,2026-01-22 17:00:00,Teclado Mecânico,Acessórios,510.81,5,107,Salvador,BA,2554.05,Normal,2026-01
1108,2026-01-22 14:00:00,Mouse Vertical,Acessórios,249.45,7,140,Belo Horizonte,MG,1746.1499999999999,Rápida,2026-01
1109,2026-01-22 13:00:00,Monitor Ultrawide,Eletrônicos,2800.0,4,111,Rio de Janeiro,RJ,11200.0,Rápida,2026-01
1110,2026-01-23 23:00:00,Placa de Vídeo,Hardware,4500.0,1,119,Porto Alegre,RS,4500.0,Normal,2026-01
1111,2026-01-23 22:00:00,Monitor Ultrawide,Eletrônicos,2800.0,5,136,Curitiba,PR,14000.0,Normal,2026-01
1112,2026-01-23 07:00:00,Monitor Ultrawide,Eletrônicos,2800.0,2,116,Belo Horizonte,MG,5600.0,Rápida,2026-01
1113,2026-01-23 00:00:00,Teclado Mecânico,Acessórios,508.31,7,144,Porto Alegre,RS,3558.17,Normal,2026-01
1114,2026-01-23 21:00:00,SSD 1TB,Hardware,600.0,6,146,Belo Horizonte,MG,3600.0,Rápida,2026-01
1115,2026-01-24 08:00:00,SSD 1TB,Hardware,600.0,3,148,Curitiba,PR,1800.0,Normal,2026-01
1116,2026-01-24 13:00:00,Placa de Vídeo,Hardware,4500.0,2,111,Curitiba,PR,9000.0,Normal,2026-01
1117,2026-01-24 08:00:00,Teclado Mecânico,Acessórios,529.01,6,146,Belo Horizonte,MG,3174.06,Rápida,2026-01
1118,2026-01-24 05:00:00,SSD 1TB,Hardware,600.0,1,110,Curitiba,PR,600.0,Normal,2026-01
1119,2026-01-24 06:00:00,Placa de Vídeo,Hardware,4500.0,1,104,Salvador,BA,4500.0,Normal,2026-01
1120,2026-01-25 21:00:00,SSD 1TB,Hardware,600.0,3,118,Curitiba,PR,1800.0,Normal,2026-01
1121,2026-01-25 21:00:00,Headset 7.1,Acessórios,800.0,1,115,Belo Horizonte,MG,800.0,Rápida,2026-01
1122,2026-01-25 15:00:00,Monitor Ultrawide,Eletrônicos,2800.0,5,118,Rio de Janeiro,RJ,14000.0,Rápida,2026-01
1123,2026-01-25 22:00:00,Cadeira Gamer,Móveis,1200.0,6,101,Porto Alegre,RS,7200.0,Normal,2026-01
1124,2026-01-25 15:00:00,Teclado Mecânico,Acessórios,547.1,7,137,São Paulo,SP,3829.7000000000003,Rápida,2026-01
1125,2026-01-26 01:00:00,Monitor Ultrawide,Eletrônicos,2800.0,2,124,Belo Horizonte,MG,5600.0,Rápida,2026-01
1126,2026-01-26 01:00:00,Laptop Gamer,Eletrônicos,7500.0,5,101,Porto Alegre,RS,37500.0,Normal,2026-01
1127,2026-01-26 18:00:00,Laptop Gamer,Eletrônicos,7500.0,6,149,Porto Alegre,RS,45000.0,Normal,2026-01
1128,2026-01-26 09:00:00,Teclado Mecânico,Acessórios,501.16,6,107,Salvador,BA,3006.96,Normal,2026-01
1129,2026-01-26 22:00:00,Monitor Ultrawide,Eletrônicos,2800.0,1,129,Rio de Janeiro,RJ,2800.0,Rápida,2026-01
1130,2026-01-27 22:00:00,Headset 7.1,Acessórios,800.0,3,140,Rio de Janeiro,RJ,2400.0,Rápida,2026-01
1131,2026-01-27 06:00:00,Headset 7.1,Acessórios,800.0,3,100,Curitiba,PR,2400.0,Normal,2026-01
1132,2026-01-27 08:00:00,SSD 1TB,Hardware,600.0,7,102,Curitiba,PR,4200.0,Normal,2026-01
1133,2026-01-27 15:00:00,Headset 7.1,Acessórios,800.0,1,115,Porto Alegre,RS,800.0,Normal,2026-01
1134,2026-01-27 17:00:00,Mouse Vertical,Acessórios,244.77,6,119,Rio de Janeiro,RJ,1468.6200000000001,Rápida,2026-01
1135,2026-01-28 00:00:00,Teclado Mecânico,Acessórios,529.34,2,140,São Paulo,SP,1058.68,Rápida,2026-01
1136,2026-01-28 18:00:00,Mouse Vertical,Acessórios,239.07,2,146,Rio de Janeiro,RJ,478.14,Rápida,2026-01
1137,2026-01-28 06:00:00,Placa de Vídeo,Hardware,4500.0,6,113,Belo Horizonte,MG,27000.0,Rápida,2026-01
1138,2026-01-28 16:00:00,Teclado Mecânico,Acessórios,549.52,2,148,Rio de Janeiro,RJ,1099.04,Rápida,2026-01
1139,2026-01-28 04:00:00,SSD 1TB,Hardware,600.0,2,121,Curitiba,PR,1200.0,Normal,2026-01
1140,2026-01-29 23:00:00,Cadeira Gamer,Móveis,1200.0,5,122,Curitiba,PR,6000.0,Normal,2026-01
1141,2026-01-29 10:00:00,Placa de Vídeo,Hardware,4500.0,7,124,Salvador,BA,31500.0,Normal,2026-01
1142,2026-01-29 05:00:00,Teclado Mecânico,Acessórios,499.25,1,103,Fortaleza,CE,499.25,Normal,2026-01
1143,2026-01-29 18:00:00,Laptop Gamer,Eletrônicos,7500.0,3,136,Belo Horizonte,MG,22500.0,Rápida,2026-01
1144,2026-01-29 08:00:00,SSD 1TB,Hardware,600.0,1,132,Curitiba,PR,600.0,Normal,2026-01
1145,2026-01-30 06:00:00,SSD 1TB,Hardware,600.0,1,103,Rio de Janeiro,RJ,600.0,Rápida,2026-01
1146,2026-01-30 06:00:00,Monitor Ultrawide,Eletrônicos,2800.0,1,112,Fortaleza,CE,2800.0,Normal,2026-01
1147,2026-01-30 23:00:00,Mouse Vertical,Acessórios,241.04,1,140,Rio de Janeiro,RJ,241.04,Rápida,2026-01
1148,2026-01-30 06:00:00,Teclado Mecânico,Acessórios,548.04,3,116,Porto Alegre,RS,1644.12,Normal,2026-01
1149,2026-01-30 01:00:00,Monitor Ultrawide,Eletrônicos,2800.0,1,114,Rio de Janeiro,RJ,2800.0,Rápida,2026-01
1150,2026-01-31 10:00:00,Headset 7.1,Acessórios,800.0,1,113,Porto Alegre,RS,800.0,Normal,2026-01
1151,2026-01-31 04:00:00,Laptop Gamer,Eletrônicos,7500.0,5,105,São Paulo,SP,37500.0,Rápida,2026-01
1152,2026-01-31 08:00:00,Monitor Ultrawide,Eletrônicos,2800.0,7,142,Porto Alegre,RS,19600.0,Normal,2026-01
1153,2026-01-31 11:00:00,Monitor Ultrawide,Eletrônicos,2800.0,5,126,Salvador,BA,14000.0,Normal,2026-01
1154,2026-01-31 22:00:00,SSD 1TB,Hardware,600.0,4,146,Belo Horizonte,MG,2400.0,Rápida,2026-01
1155,2026-02-01 11:00:00,Mouse Vertical,Acessórios,229.27,5,145,Salvador,BA,1146.3500000000001,Normal,2026-02
1156,2026-02-01 12:00:00,Monitor Ultrawide,Eletrônicos,2800.0,1,117,Belo Horizonte,MG,2800.0,Rápida,2026-02
1157,2026-02-01 01:00:00,Monitor Ultrawide,Eletrônicos,2800.0,2,122,Rio de Janeiro,RJ,5600.0,Rápida,2026-02
1158,2026-02-01 16:00:00,Teclado Mecânico,Acessórios,549.05,6,107,Curitiba,PR,3294.2999999999997,Normal,2026-02
1159,2026-02-01 07:00:00,Teclado Mecânico,Acessórios,498.41,6,132,Salvador,BA,2990.46,Normal,2026-02
1160,2026-02-02 04:00:00,Cadeira Gamer,Móveis,1200.0,1,111,Salvador,BA,1200.0,Normal,2026-02
1161,2026-02-02 16:00:00,Laptop Gamer,Eletrônicos,7500.0,3,134,Belo Horizonte,MG,22500.0,Rápida,2026-02
1162,2026-02-02 05:00:00,Placa de Vídeo,Hardware,4500.0,2,128,Porto Alegre,RS,9000.0,Normal,2026-02
1163,2026-02-02 16:00:00,Mouse Vertical,Acessórios,235.32,6,109,Belo Horizonte,MG,1411.92,Rápida,2026-02
1164,2026-02-02 23:00:00,Monitor Ultrawide,Eletrônicos,2800.0,6,142,Curitiba,PR,16800.0,Normal,2026-02
1165,2026-02-03 20:00:00,Monitor Ultrawide,Eletrônicos,2800.0,7,135,Rio de Janeiro,RJ,19600.0,Rápida,2026-02
1166,2026-02-03 23:00:00,Teclado Mecânico,Acessórios,498.69,6,132,Fortaleza,CE,2992.14,Normal,2026-02
1167,2026-02-03 06:00:00,Laptop Gamer,Eletrônicos,7500.0,7,146,Porto Alegre,RS,52500.0,Normal,2026-02
1168,2026-02-03 04:00:00,Monitor Ultrawide,Eletrônicos,2800.0,4,148,Porto Alegre,RS,11200.0,Normal,2026-02
1169,2026-02-03 16:00:00,Laptop Gamer,Eletrônicos,7500.0,1,119,Rio de Janeiro,RJ,7500.0,Rápida,2026-02
1170,2026-02-04 18:00:00,Cadeira Gamer,Móveis,1200.0,6,134,São Paulo,SP,7200.0,Rápida,2026-02
1171,2026-02-04 06:00:00,Placa de Vídeo,Hardware,4500.0,7,104,Belo Horizonte,MG,31500.0,Rápida,2026-02
1172,2026-02-04 10:00:00,Mouse Vertical,Acessórios,228.41,1,113,São Paulo,SP,228.41,Rápida,2026-02
1173,2026-02-04 18:00:00,SSD 1TB,Hardware,600.0,6,103,Rio de Janeiro,RJ,3600.0,Rápida,2026-02
1174,2026-02-04 22:00:00,Teclado Mecânico,Acessórios,531.5,3,117,Salvador,BA,1594.5,Normal,2026-02
1175,2026-02-05 13:00:00,Teclado Mecânico,Acessórios,525.98,6,128,Rio de Janeiro,RJ,3155.88,Rápida,2026-02
1176,2026-02-05 03:00:00,Placa de Vídeo,Hardware,4500.0,4,139,São Paulo,SP,18000.0,Rápida,2026-02
1177,2026-02-05 16:00:00,Teclado Mecânico,Acessórios,529.62,7,147,Belo Horizonte,MG,3707.34,Rápida,2026-02
1178,2026-02-05 02:00:00,Monitor Ultrawide,Eletrônicos,2800.0,5,119,Belo Horizonte,MG,14000.0,Rápida,2026-02
1179,2026-02-05 06:00:00,Headset 7.1,Acessórios,800.0,1,145,Rio de Janeiro,RJ,800.0,Rápida,2026-02
1180,2026-02-06 20:00:00,Cadeira Gamer,Móveis,1200.0,5,110,São Paulo,SP,6000.0,Rápida,2026-02
1181,2026-02-06 12:00:00,Cadeira Gamer,Móveis,1200.0,3,148,Fortaleza,CE,3600.0,Normal,2026-02
1182,2026-02-06 06:00:00,Laptop Gamer,Eletrônicos,7500.0,6,112,Fortaleza,CE,45000.0,Normal,2026-02
1183,2026-02-06 17:00:00,Placa de Vídeo,Hardware,4500.0,7,122,Porto Alegre,RS,31500.0,Normal,2026-02
1184,2026-02-06 15:00:00,Placa de Vídeo,Hardware,4500.0,3,111,São Paulo,SP,13500.0,Rápida,2026-02
1185,2026-02-07 12:00:00,Laptop Gamer,Eletrônicos,7500.0,2,125,Fortaleza,CE,15000.0,Normal,2026-02
1186,2026-02-07 09:00:00,Placa de Vídeo,Hardware,4500.0,7,132,Porto Alegre,RS,31500.0,Normal,2026-02
1187,2026-02-07 12:00:00,Placa de Vídeo,Hardware,4500.0,3,139,São Paulo,SP,13500.0,Rápida,2026-02
1188,2026-02-07 02:00:00,Teclado Mecânico,Acessórios,526.91,6,134,São Paulo,SP,3161.46,Rápida,2026-02
1189,2026-02-07 10:00:00,Teclado Mecânico,Acessórios,507.34,5,103,Belo Horizonte,MG,2536.7,Rápida,2026-02
1190,2026-02-08 03:00:00,Cadeira Gamer,Móveis,1200.0,2,105,Porto Alegre,RS,2400.0,Normal,2026-02
1191,2026-02-08 22:00:00,Cadeira Gamer,Móveis,1200.0,5,103,Salvador,BA,6000.0,Normal,2026-02
1192,2026-02-08 17:00:00,Teclado Mecânico,Acessórios,517.38,6,104,Belo Horizonte,MG,3104.2799999999997,Rápida,2026-02
1193,2026-02-08 15:00:00,Cadeira Gamer,Móveis,1200.0,4,136,Belo Horizonte,MG,4800.0,Rápida,2026-02
1194,2026-02-08 02:00:00,Teclado Mecânico,Acessórios,536.35,4,126,Curitiba,PR,2145.4,Normal,2026-02
1195,2026-02-09 12:00:00,Cadeira Gamer,Móveis,1200.0,5,133,Salvador,BA,6000.0,Normal,2026-02
1196,2026-02-09 15:00:00,SSD 1TB,Hardware,600.0,7,103,Salvador,BA,4200.0,Normal,2026-02
1197,2026-02-09 07:00:00,Teclado Mecânico,Acessórios,544.82,5,115,Curitiba,PR,2724.1000000000004,Normal,2026-02
1198,2026-02-09 01:00:00,Placa de Vídeo,Hardware,4500.0,6,145,São Paulo,SP,27000.0,Rápida,2026-02
1199,2026-02-09 11:00:00,Monitor Ultrawide,Eletrônicos,2800.0,3,146,Belo Horizonte,MG,8400.0,Rápida,2026-02
1200,2026-02-10 20:00:00,Headset 7.1,Acessórios,800.0,2,112,São Paulo,SP,1600.0,Rápida,2026-02
1201,2026-02-10 13:00:00,Cadeira Gamer,Móveis,1200.0,1,144,São Paulo,SP,1200.0,Rápida,2026-02
1202,2026-02-10 11:00:00,Monitor Ultrawide,Eletrônicos,2800.0,1,103,Fortaleza,CE,2800.0,Normal,2026-02
1203,2026-02-10 16:00:00,SSD 1TB,Hardware,600.0,2,117,Rio de Janeiro,RJ,1200.0,Rápida,2026-02
1204,2026-02-10 22:00:00,Cadeira Gamer,Móveis,1200.0,4,118,Fortaleza,CE,4800.0,Normal,2026-02
1205,2026-02-11 10:00:00,Monitor Ultrawide,Eletrônicos,2800.0,5,143,Curitiba,PR,14000.0,Normal,2026-02
1206,2026-02-11 17:00:00,Placa de Vídeo,Hardware,4500.0,4,143,Curitiba,PR,18000.0,Normal,2026-02
1207,2026-02-11 21:00:00,Placa de Vídeo,Hardware,4500.0,6,123,Salvador,BA,27000.0,Normal,2026-02
1208,2026-02-11 08:00:00,Mouse Vertical,Acessórios,244.21,2,129,São Paulo,SP,488.42,Rápida,2026-02
1209,2026-02-11 07:00:00,Headset 7.1,Acessórios,800.0,7,110,Belo Horizonte,MG,5600.0,Rápida,2026-02
1210,2026-02-12 10:00:00,SSD 1TB,Hardware,600.0,6,106,Rio de Janeiro,RJ,3600.0,Rápida,2026-02
